x,y,species cloglog values
1878.0,1878.0,0.59852713
1879.0,1879.0,0.7286331
1880.0,1880.0,0.5295132
1881.0,1881.0,0.3981402
1882.0,1882.0,0.7463451
1883.0,1883.0,0.49551037
1884.0,1884.0,0.9780894
1885.0,1885.0,0.54941624
1886.0,1886.0,0.752146
1887.0,1887.0,0.5993077
1888.0,1888.0,0.5661626
1889.0,1889.0,0.58261305
1890.0,1890.0,0.60458314
1891.0,1891.0,0.5398252
1892.0,1892.0,0.50292176
1893.0,1893.0,0.42274287
1894.0,1894.0,0.7319978
1895.0,1895.0,0.6816472
1896.0,1896.0,0.5939662
1897.0,1897.0,0.623667
1898.0,1898.0,0.6058712
1899.0,1899.0,0.6251207
1900.0,1900.0,0.51253086
1901.0,1901.0,0.6994384
1902.0,1902.0,0.55941474
1903.0,1903.0,0.5009885
1904.0,1904.0,0.4833704
1905.0,1905.0,0.68726486
1906.0,1906.0,0.64109534
1907.0,1907.0,0.5654696
1908.0,1908.0,0.50618327
1909.0,1909.0,0.49699003
1910.0,1910.0,0.6031805
1911.0,1911.0,0.6554172
1912.0,1912.0,0.4762079
1913.0,1913.0,0.496953
1914.0,1914.0,0.7829409
1915.0,1915.0,0.6231756
1916.0,1916.0,0.54153174
1917.0,1917.0,0.5538559
1918.0,1918.0,0.5192753
1919.0,1919.0,0.59323883
1920.0,1920.0,0.49529114
1921.0,1921.0,0.6394926
1922.0,1922.0,0.6536256
1923.0,1923.0,0.52375865
1924.0,1924.0,0.523173
1925.0,1925.0,0.56703603
1926.0,1926.0,0.5409342
1927.0,1927.0,0.57386506
1928.0,1928.0,0.65793324
1929.0,1929.0,0.8721021
1930.0,1930.0,0.55176514
1931.0,1931.0,0.6119295
1932.0,1932.0,0.5908659
1933.0,1933.0,0.85491335
1934.0,1934.0,0.6222955
1935.0,1935.0,0.6945109
1936.0,1936.0,0.73574764
1937.0,1937.0,0.62642944
1938.0,1938.0,0.5225412
1939.0,1939.0,0.4521485
1940.0,1940.0,0.42924726
1941.0,1941.0,0.46176928
1942.0,1942.0,0.64692926
1943.0,1943.0,0.5406578
1944.0,1944.0,0.7541975
1945.0,1945.0,0.4280269
1946.0,1946.0,0.63257724
1947.0,1947.0,0.45351392
1948.0,1948.0,0.50948864
1949.0,1949.0,0.51624346
1950.0,1950.0,0.5943993
1951.0,1951.0,0.4764487
1952.0,1952.0,0.7377321
1953.0,1953.0,0.64106905
1954.0,1954.0,0.529149
1955.0,1955.0,0.5978466
1956.0,1956.0,0.623128
1957.0,1957.0,0.49222416
1958.0,1958.0,0.72711563
1959.0,1959.0,0.54566664
1960.0,1960.0,0.66915107
1961.0,1961.0,0.6589888
1962.0,1962.0,0.61243516
1963.0,1963.0,0.58228445
1964.0,1964.0,0.52982146
1965.0,1965.0,0.56271344
1966.0,1966.0,0.6005959
1967.0,1967.0,0.52884644
1968.0,1968.0,0.45925555
1969.0,1969.0,0.49788293
1970.0,1970.0,0.52296245
1971.0,1971.0,0.5134231
1972.0,1972.0,0.5328745
1973.0,1973.0,0.6960117
1974.0,1974.0,0.5406921
1975.0,1975.0,0.6321215
1976.0,1976.0,0.48879442
1977.0,1977.0,0.7537566
1978.0,1978.0,0.5474407
1979.0,1979.0,0.46128833
1980.0,1980.0,0.39108154
1981.0,1981.0,0.71907246
1982.0,1982.0,0.53388333
1983.0,1983.0,0.6694608
1984.0,1984.0,0.8329672
1985.0,1985.0,0.5684458
1986.0,1986.0,0.62868273
1987.0,1987.0,0.59132826
1988.0,1988.0,0.6974913
1989.0,1989.0,0.6342874
1990.0,1990.0,0.6184339
1991.0,1991.0,0.5048121
1992.0,1992.0,0.39536926
1993.0,1993.0,0.4263569
